weight,scope,denominator,threshold,che_variable,subgroup,subgroup_label,subgroup_value,prevalence,prevalence_se
hhs_wt,oopg,nonfood,.4,che_oopg_nf40,head_edu_n,Primary (1-5),2,.0189054950284282,.0033589471
hhs_wt,oopg,nonfood,.4,che_oopg_nf40,head_edu_n,Lower secondary (6-8),3,.02125649786808,.0046632038
hhs_wt,oopg,nonfood,.4,che_oopg_nf40,head_edu_n,Secondary (9-SLC),4,.0140618850357084,.0027915281
hhs_wt,oopg,nonfood,.4,che_oopg_nf40,head_edu_n,Higher secondary,5,.0233096683135088,.0062287175
hhs_wt,oopg,nonfood,.4,che_oopg_nf40,head_edu_n,Bachelor and above,6,.0183354034106699,.0097108195
hhs_wt,oopg,nonfood,.4,che_oopg_nf40,has_elderly,0,0,.0202571378503426,.0021413558
hhs_wt,oopg,nonfood,.4,che_oopg_nf40,has_elderly,1,1,.0260343039660698,.0036839207
hhs_wt,oopg,nonfood,.4,che_oopg_nf40,has_disabled_member,0,0,.020677624347228,.0018987342
hhs_wt,oopg,nonfood,.4,che_oopg_nf40,has_disabled_member,1,1,.0351951558207026,.0087158978
hhs_wt,oop,nonfood,.4,che_oop_nf40,poor,0,0,.0681146388157062,.0039233672
hhs_wt,oop,nonfood,.4,che_oop_nf40,poor,1,1,.1136438769124674,.011217614
hhs_wt,oop,nonfood,.4,che_oop_nf40,quintile_pcep,1 (poorest),1,.1136964639841815,.011335021
hhs_wt,oop,nonfood,.4,che_oop_nf40,quintile_pcep,2,2,.085313518009962,.0078752674
hhs_wt,oop,nonfood,.4,che_oop_nf40,quintile_pcep,3,3,.0794411857438042,.0072037093
hhs_wt,oop,nonfood,.4,che_oop_nf40,quintile_pcep,4,4,.0762321793461486,.0079699531
hhs_wt,oop,nonfood,.4,che_oop_nf40,quintile_pcep,5 (richest),5,.0399890996375751,.0046165609
hhs_wt,oop,nonfood,.4,che_oop_nf40,prov,Koshi,1,.0719419895668525,.0088782273
hhs_wt,oop,nonfood,.4,che_oop_nf40,prov,Madhesh,2,.0782667235946228,.012820197
hhs_wt,oop,nonfood,.4,che_oop_nf40,prov,Bagmati,3,.0834647256633829,.0088407798
hhs_wt,oop,nonfood,.4,che_oop_nf40,prov,Gandaki,4,.0661165231787538,.0085837292
hhs_wt,oop,nonfood,.4,che_oop_nf40,prov,Lumbini,5,.0632104174349371,.0078267343
hhs_wt,oop,nonfood,.4,che_oop_nf40,prov,Karnali,6,.0742269251974455,.010850684
hhs_wt,oop,nonfood,.4,che_oop_nf40,prov,Sudurpaschim,7,.0978342900245713,.010383586
hhs_wt,oop,nonfood,.4,che_oop_nf40,ad_4,Kathmandu,1,.0799597677959064,.013467075
hhs_wt,oop,nonfood,.4,che_oop_nf40,ad_4,Other urban,2,.075034509599882,.0056432057
hhs_wt,oop,nonfood,.4,che_oop_nf40,ad_4,Rural,3,.075363550584596,.0053816088
hhs_wt,oop,nonfood,.4,che_oop_nf40,caste_ethnicity,Hill Caste,11,.0829533911900235,.0060774023
hhs_wt,oop,nonfood,.4,che_oop_nf40,caste_ethnicity,Madhesh/Tarai Caste,12,.088984181610826,.010337374
hhs_wt,oop,nonfood,.4,che_oop_nf40,caste_ethnicity,Mountain/Hill Janajati,21,.0636198543124334,.0060100378
hhs_wt,oop,nonfood,.4,che_oop_nf40,caste_ethnicity,Tarai Janajati,22,.0426413981196586,.0089043295
hhs_wt,oop,nonfood,.4,che_oop_nf40,caste_ethnicity,Hill Dalit,31,.0929486448132994,.010656103
hhs_wt,oop,nonfood,.4,che_oop_nf40,caste_ethnicity,Madhesh/Tarai Dalit,32,.1022611931210302,.020068599
hhs_wt,oop,nonfood,.4,che_oop_nf40,caste_ethnicity,Religions/Linguistic group,40,.0683997047085298,.014858725
hhs_wt,oop,nonfood,.4,che_oop_nf40,caste_ethnicity,Others & Not stated,50,.0694898010249617,.045331012
hhs_wt,oop,nonfood,.4,che_oop_nf40,head_edu_n,No education,0,.1101748001619093,.0076172333
hhs_wt,oop,nonfood,.4,che_oop_nf40,head_edu_n,Informal/literate,1,.0700647961905486,.015695503
hhs_wt,oop,nonfood,.4,che_oop_nf40,head_edu_n,Primary (1-5),2,.0744324933584227,.0070743505
hhs_wt,oop,nonfood,.4,che_oop_nf40,head_edu_n,Lower secondary (6-8),3,.0661771341212689,.0081044286
hhs_wt,oop,nonfood,.4,che_oop_nf40,head_edu_n,Secondary (9-SLC),4,.0563285108569235,.0062421444
hhs_wt,oop,nonfood,.4,che_oop_nf40,head_edu_n,Higher secondary,5,.0577260903567629,.0099715292
hhs_wt,oop,nonfood,.4,che_oop_nf40,head_edu_n,Bachelor and above,6,.0376210114319109,.011718265
hhs_wt,oop,nonfood,.4,che_oop_nf40,has_elderly,0,0,.0627836942750516,.0038795895
hhs_wt,oop,nonfood,.4,che_oop_nf40,has_elderly,1,1,.1179990964337341,.0084300134
hhs_wt,oop,nonfood,.4,che_oop_nf40,has_disabled_member,0,0,.0676098382571525,.003717853
hhs_wt,oop,nonfood,.4,che_oop_nf40,has_disabled_member,1,1,.1937897636045262,.022670459
ind_wt,oopg,total,.1,che_oopg_tot10,poor,0,0,.0710564962001132,.0047408212
ind_wt,oopg,total,.1,che_oopg_tot10,poor,1,1,.1058065465334055,.011490352
ind_wt,oopg,total,.1,che_oopg_tot10,quintile_pcep,1 (poorest),1,.1070981272682333,.011641888
ind_wt,oopg,total,.1,che_oopg_tot10,quintile_pcep,2,2,.1034578977659792,.011723779
ind_wt,oopg,total,.1,che_oopg_tot10,quintile_pcep,3,3,.076003897593728,.0082909446
ind_wt,oopg,total,.1,che_oopg_tot10,quintile_pcep,4,4,.0664783513463947,.007673834
ind_wt,oopg,total,.1,che_oopg_tot10,quintile_pcep,5 (richest),5,.037425710414841,.0045564543
ind_wt,oopg,total,.1,che_oopg_tot10,prov,Koshi,1,.0632854446820182,.0082982276
ind_wt,oopg,total,.1,che_oopg_tot10,prov,Madhesh,2,.1433233673991086,.021978192
ind_wt,oopg,total,.1,che_oopg_tot10,prov,Bagmati,3,.0545630329025874,.0067878948
ind_wt,oopg,total,.1,che_oopg_tot10,prov,Gandaki,4,.0630688798983697,.010144376
ind_wt,oopg,total,.1,che_oopg_tot10,prov,Lumbini,5,.0496115531908366,.00714408
ind_wt,oopg,total,.1,che_oopg_tot10,prov,Karnali,6,.074015166731478,.0098449076
ind_wt,oopg,total,.1,che_oopg_tot10,prov,Sudurpaschim,7,.0704124452192503,.0094579505
ind_wt,oopg,total,.1,che_oopg_tot10,ad_4,Kathmandu,1,.047312761511401,.0095873466
ind_wt,oopg,total,.1,che_oopg_tot10,ad_4,Other urban,2,.08015417617658,.0073040822
ind_wt,oopg,total,.1,che_oopg_tot10,ad_4,Rural,3,.0849972356737276,.0079484433
ind_wt,oopg,total,.1,che_oopg_tot10,caste_ethnicity,Hill Caste,11,.0657378858387002,.0055160173
ind_wt,oopg,total,.1,che_oopg_tot10,caste_ethnicity,Madhesh/Tarai Caste,12,.1245819714017785,.015849425
ind_wt,oopg,total,.1,che_oopg_tot10,caste_ethnicity,Mountain/Hill Janajati,21,.0494695447380365,.0056832121
ind_wt,oopg,total,.1,che_oopg_tot10,caste_ethnicity,Tarai Janajati,22,.046335730784103,.0096937642
ind_wt,oopg,total,.1,che_oopg_tot10,caste_ethnicity,Hill Dalit,31,.0720844715595111,.010063538
ind_wt,oopg,total,.1,che_oopg_tot10,caste_ethnicity,Madhesh/Tarai Dalit,32,.1717283632643567,.031975728
ind_wt,oopg,total,.1,che_oopg_tot10,caste_ethnicity,Religions/Linguistic group,40,.1338907062368858,.027792839
ind_wt,oopg,total,.1,che_oopg_tot10,caste_ethnicity,Others & Not stated,50,.1756306943927379,.11074285
ind_wt,oopg,total,.1,che_oopg_tot10,head_edu_n,No education,0,.1113250578374954,.010805453
ind_wt,oopg,total,.1,che_oopg_tot10,head_edu_n,Informal/literate,1,.0632559101075365,.018751783
ind_wt,oopg,total,.1,che_oopg_tot10,head_edu_n,Primary (1-5),2,.0712219889050724,.0078407517
ind_wt,oopg,total,.1,che_oopg_tot10,head_edu_n,Lower secondary (6-8),3,.0683022293039005,.0092915101
ind_wt,oopg,total,.1,che_oopg_tot10,head_edu_n,Secondary (9-SLC),4,.0673077406967099,.0080338074
ind_wt,oopg,total,.1,che_oopg_tot10,head_edu_n,Higher secondary,5,.0470450763383928,.00833009
ind_wt,oopg,total,.1,che_oopg_tot10,head_edu_n,Bachelor and above,6,.048780027426134,.010990223
ind_wt,oopg,total,.1,che_oopg_tot10,has_elderly,0,0,.0731914666531447,.005164661
ind_wt,oopg,total,.1,che_oopg_tot10,has_elderly,1,1,.0918796630812851,.0098848036
ind_wt,oopg,total,.1,che_oopg_tot10,has_disabled_member,0,0,.077516809057513,.0050673047
ind_wt,oopg,total,.1,che_oopg_tot10,has_disabled_member,1,1,.0855158477485828,.01528471
ind_wt,oop,total,.1,che_oop_tot10,poor,0,0,.1775191275845366,.0068236063
ind_wt,oop,total,.1,che_oop_tot10,poor,1,1,.2282477405964484,.016095363
ind_wt,oop,total,.1,che_oop_tot10,quintile_pcep,1 (poorest),1,.2289210653119754,.016256884
ind_wt,oop,total,.1,che_oop_tot10,quintile_pcep,2,2,.2211373758587244,.014539954
ind_wt,oop,total,.1,che_oop_tot10,quintile_pcep,3,3,.1797659490012917,.012443751
ind_wt,oop,total,.1,che_oop_tot10,quintile_pcep,4,4,.1714288843664014,.011379853
ind_wt,oop,total,.1,che_oop_tot10,quintile_pcep,5 (richest),5,.1377081964468853,.019789821
ind_wt,oop,total,.1,che_oop_tot10,prov,Koshi,1,.1651324659592431,.012460637
ind_wt,oop,total,.1,che_oop_tot10,prov,Madhesh,2,.2655116111693026,.021257363
ind_wt,oop,total,.1,che_oop_tot10,prov,Bagmati,3,.135973378189014,.012299273
ind_wt,oop,total,.1,che_oop_tot10,prov,Gandaki,4,.1376838129086927,.01405305
ind_wt,oop,total,.1,che_oop_tot10,prov,Lumbini,5,.1778234842019769,.016070224
ind_wt,oop,total,.1,che_oop_tot10,prov,Karnali,6,.2053424276003695,.016959101
ind_wt,oop,total,.1,che_oop_tot10,prov,Sudurpaschim,7,.2107073379889475,.017754134
ind_wt,oop,total,.1,che_oop_tot10,ad_4,Kathmandu,1,.1185180231407649,.018349785
ind_wt,oop,total,.1,che_oop_tot10,ad_4,Other urban,2,.1881903571037432,.0087301694
ind_wt,oop,total,.1,che_oop_tot10,ad_4,Rural,3,.2114644181260486,.010552137
ind_wt,oop,total,.1,che_oop_tot10,caste_ethnicity,Hill Caste,11,.1780924055857429,.0092139998
ind_wt,oop,total,.1,che_oop_tot10,caste_ethnicity,Madhesh/Tarai Caste,12,.2560835388440094,.018503567
ind_wt,oop,total,.1,che_oop_tot10,caste_ethnicity,Mountain/Hill Janajati,21,.1394936210056174,.0099627329
ind_wt,oop,total,.1,che_oop_tot10,caste_ethnicity,Tarai Janajati,22,.1226770894032129,.02080089
ind_wt,oop,total,.1,che_oop_tot10,caste_ethnicity,Hill Dalit,31,.2343526056971739,.033311941
ind_wt,oop,total,.1,che_oop_tot10,caste_ethnicity,Madhesh/Tarai Dalit,32,.2796984052951391,.042895325
ind_wt,oop,total,.1,che_oop_tot10,caste_ethnicity,Religions/Linguistic group,40,.2236368411202663,.028410202
ind_wt,oop,total,.1,che_oop_tot10,caste_ethnicity,Others & Not stated,50,.4355004873496223,.16374688
ind_wt,oop,total,.1,che_oop_tot10,head_edu_n,No education,0,.2311268627096378,.013154089
ind_wt,oop,total,.1,che_oop_tot10,head_edu_n,Informal/literate,1,.1662994668469278,.025998253
ind_wt,oop,total,.1,che_oop_tot10,head_edu_n,Primary (1-5),2,.1932516263675971,.014996528
ind_wt,oop,total,.1,che_oop_tot10,head_edu_n,Lower secondary (6-8),3,.1686958574159892,.014411919
ind_wt,oop,total,.1,che_oop_tot10,head_edu_n,Secondary (9-SLC),4,.1726164905880896,.01287955
ind_wt,oop,total,.1,che_oop_tot10,head_edu_n,Higher secondary,5,.1414548917034243,.015646579
ind_wt,oop,total,.1,che_oop_tot10,head_edu_n,Bachelor and above,6,.1213303115081545,.016302044
ind_wt,oop,total,.1,che_oop_tot10,has_elderly,0,0,.1647059848973759,.0062117917
ind_wt,oop,total,.1,che_oop_tot10,has_elderly,1,1,.2526304349595541,.013422984
ind_wt,oop,total,.1,che_oop_tot10,has_disabled_member,0,0,.1782969727168218,.0063783368
ind_wt,oop,total,.1,che_oop_tot10,has_disabled_member,1,1,.3085569936819911,.030764515
ind_wt,oopg,total,.2,che_oopg_tot20,poor,0,0,.0233510318784769,.0023821243
ind_wt,oopg,total,.2,che_oopg_tot20,poor,1,1,.042026308742473,.0077249515
ind_wt,oopg,total,.2,che_oopg_tot20,quintile_pcep,1 (poorest),1,.0425393239811905,.0078233276
ind_wt,oopg,total,.2,che_oopg_tot20,quintile_pcep,2,2,.038492989216252,.0071573588
ind_wt,oopg,total,.2,che_oopg_tot20,quintile_pcep,3,3,.0276315229726193,.0049744463
ind_wt,oopg,total,.2,che_oopg_tot20,quintile_pcep,4,4,.0166822459652628,.0030641507
ind_wt,oopg,total,.2,che_oopg_tot20,quintile_pcep,5 (richest),5,.0103115697795251,.0025042242
ind_wt,oopg,total,.2,che_oopg_tot20,prov,Koshi,1,.0269144459496042,.0046277465
ind_wt,oopg,total,.2,che_oopg_tot20,prov,Madhesh,2,.054509466427851,.012286763
ind_wt,oopg,total,.2,che_oopg_tot20,prov,Bagmati,3,.0154594885099614,.0031749974
ind_wt,oopg,total,.2,che_oopg_tot20,prov,Gandaki,4,.0204646686954986,.0044646305
ind_wt,oopg,total,.2,che_oopg_tot20,prov,Lumbini,5,.0105669161954091,.0028469961
ind_wt,oopg,total,.2,che_oopg_tot20,prov,Karnali,6,.0360848257853022,.0064318506
ind_wt,oopg,total,.2,che_oopg_tot20,prov,Sudurpaschim,7,.0209097298986807,.0054014511
ind_wt,oopg,total,.2,che_oopg_tot20,ad_4,Kathmandu,1,.0100003980853132,.0042279805
ind_wt,oopg,total,.2,che_oopg_tot20,ad_4,Other urban,2,.0268258840293562,.0031839018
ind_wt,oopg,total,.2,che_oopg_tot20,ad_4,Rural,3,.0337714112163641,.0071576913
ind_wt,oopg,total,.2,che_oopg_tot20,caste_ethnicity,Hill Caste,11,.0219304669488764,.0030435722
ind_wt,oopg,total,.2,che_oopg_tot20,caste_ethnicity,Madhesh/Tarai Caste,12,.0468825296172756,.013669909
ind_wt,oopg,total,.2,che_oopg_tot20,caste_ethnicity,Mountain/Hill Janajati,21,.0187866779962291,.0030587704
ind_wt,oopg,total,.2,che_oopg_tot20,caste_ethnicity,Tarai Janajati,22,.0168471670022769,.0054581463
ind_wt,oopg,total,.2,che_oopg_tot20,caste_ethnicity,Hill Dalit,31,.0190664636798282,.0042335247
ind_wt,oopg,total,.2,che_oopg_tot20,caste_ethnicity,Madhesh/Tarai Dalit,32,.0635334170050829,.016061233
ind_wt,oopg,total,.2,che_oopg_tot20,caste_ethnicity,Religions/Linguistic group,40,.0371547872022086,.010434452
ind_wt,oopg,total,.2,che_oopg_tot20,caste_ethnicity,Others & Not stated,50,.087815347196369,.055371426
ind_wt,oopg,total,.2,che_oopg_tot20,head_edu_n,No education,0,.0442192951748017,.0072120489
ind_wt,oopg,total,.2,che_oopg_tot20,head_edu_n,Informal/literate,1,.0311067630643531,.016104484
ind_wt,oopg,total,.2,che_oopg_tot20,head_edu_n,Primary (1-5),2,.0220337395911902,.0037908817
ind_wt,oopg,total,.2,che_oopg_tot20,head_edu_n,Lower secondary (6-8),3,.024171808785168,.0050017498
ind_wt,oopg,total,.2,che_oopg_tot20,head_edu_n,Secondary (9-SLC),4,.0147642499105018,.0028718326
ind_wt,oopg,total,.2,che_oopg_tot20,head_edu_n,Higher secondary,5,.0243985983248838,.0065919748
ind_wt,oopg,total,.2,che_oopg_tot20,head_edu_n,Bachelor and above,6,.0125451060042877,.0060981167
ind_wt,oopg,total,.2,che_oopg_tot20,has_elderly,0,0,.0262540985791625,.0026508959
ind_wt,oopg,total,.2,che_oopg_tot20,has_elderly,1,1,.0296136969202655,.0070359893
ind_wt,oopg,total,.2,che_oopg_tot20,has_disabled_member,0,0,.026010658811789,.0025997893
ind_wt,oopg,total,.2,che_oopg_tot20,has_disabled_member,1,1,.0414408390412616,.012233842
ind_wt,oop,total,.2,che_oop_tot20,poor,0,0,.0668001898916001,.0041889222
ind_wt,oop,total,.2,che_oop_tot20,poor,1,1,.1156607204972935,.011922547
ind_wt,oop,total,.2,che_oop_tot20,quintile_pcep,1 (poorest),1,.1155643458947563,.012029978
ind_wt,oop,total,.2,che_oop_tot20,quintile_pcep,2,2,.0899953353413959,.0094070993
ind_wt,oop,total,.2,che_oop_tot20,quintile_pcep,3,3,.0772682723327384,.0078016911
ind_wt,oop,total,.2,che_oop_tot20,quintile_pcep,4,4,.0611735954666428,.006552991
ind_wt,oop,total,.2,che_oop_tot20,quintile_pcep,5 (richest),5,.0394532953846703,.0049478197
ind_wt,oop,total,.2,che_oop_tot20,prov,Koshi,1,.0807264423241714,.0093343277
ind_wt,oop,total,.2,che_oop_tot20,prov,Madhesh,2,.1090169003773831,.018440302
ind_wt,oop,total,.2,che_oop_tot20,prov,Bagmati,3,.0511435563230266,.0067480258
ind_wt,oop,total,.2,che_oop_tot20,prov,Gandaki,4,.0555269632846461,.0076074046
ind_wt,oop,total,.2,che_oop_tot20,prov,Lumbini,5,.0627728477102033,.008543008
ind_wt,oop,total,.2,che_oop_tot20,prov,Karnali,6,.0802582316478366,.010628857
ind_wt,oop,total,.2,che_oop_tot20,prov,Sudurpaschim,7,.0947011334073789,.010309502
ind_wt,oop,total,.2,che_oop_tot20,ad_4,Kathmandu,1,.0318964929171617,.0075734849
ind_wt,oop,total,.2,che_oop_tot20,ad_4,Other urban,2,.07389544512693,.0059655528
ind_wt,oop,total,.2,che_oop_tot20,ad_4,Rural,3,.0978933278903466,.0092646126
ind_wt,oop,total,.2,che_oop_tot20,caste_ethnicity,Hill Caste,11,.0775863692260106,.0060922997
ind_wt,oop,total,.2,che_oop_tot20,caste_ethnicity,Madhesh/Tarai Caste,12,.1168354314690938,.016254548
ind_wt,oop,total,.2,che_oop_tot20,caste_ethnicity,Mountain/Hill Janajati,21,.056952381385019,.0059818132
ind_wt,oop,total,.2,che_oop_tot20,caste_ethnicity,Tarai Janajati,22,.0407696647748,.0092824344
ind_wt,oop,total,.2,che_oop_tot20,caste_ethnicity,Hill Dalit,31,.0740507453502633,.0097307358
ind_wt,oop,total,.2,che_oop_tot20,caste_ethnicity,Madhesh/Tarai Dalit,32,.1125506609037147,.020242391
ind_wt,oop,total,.2,che_oop_tot20,caste_ethnicity,Religions/Linguistic group,40,.0898670381707612,.017264096
ind_wt,oop,total,.2,che_oop_tot20,caste_ethnicity,Others & Not stated,50,.1580676213388189,.099668562
ind_wt,oop,total,.2,che_oop_tot20,head_edu_n,No education,0,.1110456318711079,.0093516409
ind_wt,oop,total,.2,che_oop_tot20,head_edu_n,Informal/literate,1,.0833793302156475,.021197118
ind_wt,oop,total,.2,che_oop_tot20,head_edu_n,Primary (1-5),2,.0688449676129133,.007152393
ind_wt,oop,total,.2,che_oop_tot20,head_edu_n,Lower secondary (6-8),3,.0640287463396496,.0084118461
ind_wt,oop,total,.2,che_oop_tot20,head_edu_n,Secondary (9-SLC),4,.060803815215325,.006859865
ind_wt,oop,total,.2,che_oop_tot20,head_edu_n,Higher secondary,5,.0538421806091172,.0095215095
ind_wt,oop,total,.2,che_oop_tot20,head_edu_n,Bachelor and above,6,.0465951467843342,.010437054
ind_wt,oop,total,.2,che_oop_tot20,has_elderly,0,0,.065671787958793,.0044722869
ind_wt,oop,total,.2,che_oop_tot20,has_elderly,1,1,.1076720480845867,.010169526
ind_wt,oop,total,.2,che_oop_tot20,has_disabled_member,0,0,.0689944925620725,.0042065349
ind_wt,oop,total,.2,che_oop_tot20,has_disabled_member,1,1,.1746536682199024,.023646485
ind_wt,oopg,nonfood,.25,che_oopg_nf25,poor,0,0,.0439509994771244,.003570155
ind_wt,oopg,nonfood,.25,che_oopg_nf25,poor,1,1,.0781932660543243,.010095358
ind_wt,oopg,nonfood,.25,che_oopg_nf25,quintile_pcep,1 (poorest),1,.0791477714165908,.010221807
ind_wt,oopg,nonfood,.25,che_oopg_nf25,quintile_pcep,2,2,.0652647553246049,.0087983059
ind_wt,oopg,nonfood,.25,che_oopg_nf25,quintile_pcep,3,3,.0517800812292579,.0063351882
ind_wt,oopg,nonfood,.25,che_oopg_nf25,quintile_pcep,4,4,.0376799420046846,.0064677577
ind_wt,oopg,nonfood,.25,che_oopg_nf25,quintile_pcep,5 (richest),5,.0205399576510784,.0034420078
ind_wt,oopg,nonfood,.25,che_oopg_nf25,prov,Koshi,1,.0426751414685734,.0063470243
ind_wt,oopg,nonfood,.25,che_oopg_nf25,prov,Madhesh,2,.0800772454413002,.015420888
ind_wt,oopg,nonfood,.25,che_oopg_nf25,prov,Bagmati,3,.0487315413761529,.0060008848
ind_wt,oopg,nonfood,.25,che_oopg_nf25,prov,Gandaki,4,.0480319265946653,.0079368288
ind_wt,oopg,nonfood,.25,che_oopg_nf25,prov,Lumbini,5,.0318208064254345,.0061376463
ind_wt,oopg,nonfood,.25,che_oopg_nf25,prov,Karnali,6,.0427844975681347,.0069300295
ind_wt,oopg,nonfood,.25,che_oopg_nf25,prov,Sudurpaschim,7,.0444069543751541,.0078360811
ind_wt,oopg,nonfood,.25,che_oopg_nf25,ad_4,Kathmandu,1,.0587280474991299,.010019229
ind_wt,oopg,nonfood,.25,che_oopg_nf25,ad_4,Other urban,2,.0514707330605939,.0052152043
ind_wt,oopg,nonfood,.25,che_oopg_nf25,ad_4,Rural,3,.0470184371002999,.0073135439
ind_wt,oopg,nonfood,.25,che_oopg_nf25,caste_ethnicity,Hill Caste,11,.0452374810621562,.0045876848
ind_wt,oopg,nonfood,.25,che_oopg_nf25,caste_ethnicity,Madhesh/Tarai Caste,12,.0784532426525195,.014515683
ind_wt,oopg,nonfood,.25,che_oopg_nf25,caste_ethnicity,Mountain/Hill Janajati,21,.0405682986488661,.0051319669
ind_wt,oopg,nonfood,.25,che_oopg_nf25,caste_ethnicity,Tarai Janajati,22,.0274775962304963,.0068738856
ind_wt,oopg,nonfood,.25,che_oopg_nf25,caste_ethnicity,Hill Dalit,31,.0473050793927948,.008015478
ind_wt,oopg,nonfood,.25,che_oopg_nf25,caste_ethnicity,Madhesh/Tarai Dalit,32,.1021603518932578,.027337087
ind_wt,oopg,nonfood,.25,che_oopg_nf25,caste_ethnicity,Religions/Linguistic group,40,.0525348003313378,.01348999
ind_wt,oopg,nonfood,.25,che_oopg_nf25,caste_ethnicity,Others & Not stated,50,.087815347196369,.055371426
ind_wt,oopg,nonfood,.25,che_oopg_nf25,head_edu_n,No education,0,.0754706589998143,.0093261991
ind_wt,oopg,nonfood,.25,che_oopg_nf25,head_edu_n,Informal/literate,1,.0462874602959408,.017388765
ind_wt,oopg,nonfood,.25,che_oopg_nf25,head_edu_n,Primary (1-5),2,.0474771316933163,.0061499886
ind_wt,oopg,nonfood,.25,che_oopg_nf25,head_edu_n,Lower secondary (6-8),3,.0446973198676932,.0076002423
ind_wt,oopg,nonfood,.25,che_oopg_nf25,head_edu_n,Secondary (9-SLC),4,.0363910317810647,.0050728796
ind_wt,oopg,nonfood,.25,che_oopg_nf25,head_edu_n,Higher secondary,5,.0395436790671442,.0079381615
ind_wt,oopg,nonfood,.25,che_oopg_nf25,head_edu_n,Bachelor and above,6,.0238673356030854,.0077974442
ind_wt,oopg,nonfood,.25,che_oopg_nf25,has_elderly,0,0,.0458178119942499,.0036218725
ind_wt,oopg,nonfood,.25,che_oopg_nf25,has_elderly,1,1,.0651350136917789,.0088897115
ind_wt,oopg,nonfood,.25,che_oopg_nf25,has_disabled_member,0,0,.0490614378365877,.0037381847
ind_wt,oopg,nonfood,.25,che_oopg_nf25,has_disabled_member,1,1,.0741488968397069,.014400496
ind_wt,oop,nonfood,.25,che_oop_nf25,poor,0,0,.1290890616333915,.0060713915
ind_wt,oop,nonfood,.25,che_oop_nf25,poor,1,1,.1961770371045897,.015576158
ind_wt,oop,nonfood,.25,che_oop_nf25,quintile_pcep,1 (poorest),1,.1969666471584064,.015741205
ind_wt,oop,nonfood,.25,che_oop_nf25,quintile_pcep,2,2,.16337192951676,.012165122
ind_wt,oop,nonfood,.25,che_oop_nf25,quintile_pcep,3,3,.1432952951591753,.010764999
ind_wt,oop,nonfood,.25,che_oop_nf25,quintile_pcep,4,4,.1194025979486043,.010624303
ind_wt,oop,nonfood,.25,che_oop_nf25,quintile_pcep,5 (richest),5,.0903107661108227,.019998308
ind_wt,oop,nonfood,.25,che_oop_nf25,prov,Koshi,1,.1241382999272769,.013007521
ind_wt,oop,nonfood,.25,che_oop_nf25,prov,Madhesh,2,.1708799536756574,.014878022
ind_wt,oop,nonfood,.25,che_oop_nf25,prov,Bagmati,3,.1407311685871031,.012036825
ind_wt,oop,nonfood,.25,che_oop_nf25,prov,Gandaki,4,.1125330994174699,.01270078
ind_wt,oop,nonfood,.25,che_oop_nf25,prov,Lumbini,5,.1328767535533794,.014674009
ind_wt,oop,nonfood,.25,che_oop_nf25,prov,Karnali,6,.1305498433649399,.015350447
ind_wt,oop,nonfood,.25,che_oop_nf25,prov,Sudurpaschim,7,.1673320493834654,.014696934
ind_wt,oop,nonfood,.25,che_oop_nf25,ad_4,Kathmandu,1,.1554127213333419,.017736228
ind_wt,oop,nonfood,.25,che_oop_nf25,ad_4,Other urban,2,.145589008232495,.0077426834
ind_wt,oop,nonfood,.25,che_oop_nf25,ad_4,Rural,3,.1326256965343459,.0095871463
ind_wt,oop,nonfood,.25,che_oop_nf25,caste_ethnicity,Hill Caste,11,.1423666816959611,.0087006353
ind_wt,oop,nonfood,.25,che_oop_nf25,caste_ethnicity,Madhesh/Tarai Caste,12,.178683450024308,.017751988
ind_wt,oop,nonfood,.25,che_oop_nf25,caste_ethnicity,Mountain/Hill Janajati,21,.1227151640368762,.010047452
ind_wt,oop,nonfood,.25,che_oop_nf25,caste_ethnicity,Tarai Janajati,22,.0778959323300561,.014291673
ind_wt,oop,nonfood,.25,che_oop_nf25,caste_ethnicity,Hill Dalit,31,.1919735732827253,.034965511
ind_wt,oop,nonfood,.25,che_oop_nf25,caste_ethnicity,Madhesh/Tarai Dalit,32,.1756492289836247,.032077707
ind_wt,oop,nonfood,.25,che_oop_nf25,caste_ethnicity,Religions/Linguistic group,40,.1362880518865583,.024384173
ind_wt,oop,nonfood,.25,che_oop_nf25,caste_ethnicity,Others & Not stated,50,.2810091056064128,.17718856
ind_wt,oop,nonfood,.25,che_oop_nf25,head_edu_n,No education,0,.1802519252753298,.011169684
ind_wt,oop,nonfood,.25,che_oop_nf25,head_edu_n,Informal/literate,1,.1326749725866591,.024292521
ind_wt,oop,nonfood,.25,che_oop_nf25,head_edu_n,Primary (1-5),2,.1546554000102953,.015674796
ind_wt,oop,nonfood,.25,che_oop_nf25,head_edu_n,Lower secondary (6-8),3,.110827856858769,.011012733
ind_wt,oop,nonfood,.25,che_oop_nf25,head_edu_n,Secondary (9-SLC),4,.1295187101102338,.011056205
ind_wt,oop,nonfood,.25,che_oop_nf25,head_edu_n,Higher secondary,5,.1192462114069891,.015228676
ind_wt,oop,nonfood,.25,che_oop_nf25,head_edu_n,Bachelor and above,6,.0697998037242866,.012195716
ind_wt,oop,nonfood,.25,che_oop_nf25,has_elderly,0,0,.1234125685304318,.0054399967
ind_wt,oop,nonfood,.25,che_oop_nf25,has_elderly,1,1,.1967926545107372,.012684646
ind_wt,oop,nonfood,.25,che_oop_nf25,has_disabled_member,0,0,.1327491952046508,.0055355146
