scope,metric,pre_estimate,post_estimate,difference,relative_change,people_pushed,households_pushed
oopg,poverty_headcount,.1880474367001642,.20270485,.014657414,.0779452996886923,421261.47,131
oopg,poverty_gap_annual_npr,2918.941836343429,3295.4099,376.46805,.1289741531444363,421261.47,131
oopg,normalized_poverty_gap,.0400359308564006,.045199532,.0051636002,.128974153144437,421261.47,131
oopg,mean_positive_gap_annual_npr,15522.3697146034,16257.184,734.81348,.0473390008477088,421261.47,131
oopg,mean_positive_normalized_gap,.2129033586362395,.22298199,.010078632,.0473390008477093,421261.47,131
