scope,welfare_display,poverty_classification,pre_poverty_pct,post_poverty_pct,impoverishment_pp,people_pushed,households_pushed,mean_pre_oopg_ae_month,mean_post_ae_month,mean_oopg_ae_month,weighted_mean_ae_poverty_threshold_month,mean_pre_oopg_pc_month,mean_post_pc_month,official_poverty_line_pc_month
oopg,adult_equivalent,official_per_capita,18.804743670016418,20.270485050944885,1.465741380928467,421261.4532775879,131,17958.128607409533,17392.886397737,565.2422096725322,10114.364102266121,11151.325612347126,10810.382708687657,6075.671223958333
