cum_hh_total,oopg_share_total,cum_hh_ctp,oopg_share_ctp
0.0116823825052485,0.32701470576030317,0.01201981576759429,0.5134337165008473
0.011731361876976501,0.3247369054171071,0.012099034411910226,0.5086531664536388
0.011778652327699575,0.32015768513027265,0.012172437223731122,0.5066942631327596
0.012028399182080252,0.3181818931415214,0.012280596881522403,0.5041552755718866
0.012100737584866487,0.3176109635218938,0.01260852776203122,0.5035251167811955
0.012262301086062593,0.3170563648589277,0.012671155873535176,0.5015432261048925
0.012311531815406417,0.31400490047032387,0.012772400393646506,0.5008939237614687
0.01238271774904564,0.31267978409026626,0.012815823560067406,0.5002954050731214
0.012421766736549582,0.31180644640219185,0.01287591261561695,0.49637850082493096
0.012463395656413728,0.309107458514239,0.012948251018403183,0.49136665171592475
0.012516233554427613,0.30508139169875337,0.01303958788605727,0.49024839580497187
0.01265017615807562,0.3040324082280285,0.01339700271758842,0.4900740007994089
0.01270601419484315,0.3025303588794954,0.013485252482190381,0.4899599042467663
0.012754931266579448,0.3018984725880448,0.013646815983386486,0.48903710965888275
0.012817841639349323,0.3007734907268477,0.013695795355114487,0.486469595390736
0.013067588493730003,0.2990032883061829,0.013771961809517909,0.4839676998319363
0.013127649712209352,0.29871559939145387,0.013915670968968924,0.483462786734344
0.013485064543740504,0.29582428940649913,0.013989701902999582,0.4817289052854355
0.013671580661192997,0.2951511580153443,0.014062040305785815,0.4815308328613979
0.013723757583817695,0.29427328109111045,0.014114652682756657,0.479373650269801
0.013856473597978139,0.2941695458697415,0.014170553117204722,0.47663493775406157
0.01392664433651806,0.29400370919448526,0.01422645355165279,0.4765154701640529
0.013981279454227112,0.292560607472564,0.014370162711103803,0.4749072106682059
0.014193768382155162,0.2922346363479771,0.014475443190153963,0.4718576326850286
0.014283019168480893,0.2917322027105951,0.014499948988304472,0.47100056397898044
0.014309094025561348,0.2911478795921702,0.014558825355912188,0.4705754223554539
0.014372004398331225,0.2899756425403033,0.014916240187443341,0.4703205494886096
0.014409695239220324,0.2877602715861927,0.015069493783774129,0.46971838287006173
0.01457105206482356,0.2873090432990441,0.015119774578883458,0.46722700057142674
0.014638634350838066,0.2871626618814294,0.015287517382992513,0.4642174684653136
0.014746165962871715,0.28697243421764146,0.015358703316631736,0.46419340955190774
0.014786218286900046,0.2857127205842162,0.015491419330792181,0.4630448529290761
0.014855229718074613,0.2854088332613121,0.01559669980984234,0.462777976703523
0.014905732891194954,0.2836578131767161,0.015786975639202006,0.46081645234927904
0.014965959123103374,0.2831444943382908,0.015839813537215894,0.46025473667133504
0.01501501324802567,0.2822227773338465,0.015928604379029668,0.4598926053926359
0.015356457773148455,0.27960010595314955,0.015977583750757668,0.4582361407369305
0.015391513013907976,0.2782160786246125,0.016033421787525197,0.4581996268414448
0.015479917160845522,0.2755130086807938,0.01609339575288691,0.45603793937227244
0.015557431525772977,0.27305971700300014,0.01619804128000364,0.4555805363450216
0.01563373156753248,0.2726276924613731,0.01625221104208883,0.45465650601423024
0.015743745970999812,0.27171494294445137,0.01633130860321937,0.4542458658578232
0.01577880121175933,0.27135458566195236,0.016426384107476648,0.4527157921913935
0.015880045731870664,0.26927564450607006,0.01646643643150498,0.4510954183691736
0.015967640981288465,0.26793392270301675,0.016549482685714684,0.45028726300483884
0.016017921776397794,0.26718373844956345,0.016776719807260518,0.4494905272841266
0.01618566458050685,0.2644402652057502,0.016881365334377254,0.4489584907170312
0.016256663006801262,0.2622795872796805,0.01693028240611355,0.4457875149719295
0.016372635231359393,0.2621359684408762,0.017018635712384295,0.44536108372431066
0.016401392615311882,0.26135652206597404,0.017110188030636898,0.44516148358771784
0.016476232005138865,0.2610081174979424,0.017251720003304008,0.44489926799874946
0.016519655171559764,0.2601626821679487,0.017393966327689442,0.44344932843631724
0.016587958596542846,0.25993007867345663,0.017643713182070118,0.44248205850133226
0.0166608934703568,0.2597100146520679,0.017803026578139154,0.44097475732416475
0.01681414706668759,0.25949678298942774,0.017918998802697286,0.4385841756897438
0.016993541226457683,0.2584028290075023,0.017945410762705297,0.4385617457823995
0.017077689682538574,0.25748597821676944,0.018000346035726155,0.43544256517641033
0.017140317794042532,0.2564146618701439,0.01805824321294071,0.4347492285235178
0.017192906661983233,0.2549324988410094,0.018198615967436618,0.4337181180596971
0.017269073116386657,0.2547592072341541,0.018342543355246894,0.43334034786184644
0.017383354194333393,0.2543888085360986,0.01850390018085013,0.43199271488896984
0.017474906512585996,0.2536796084834669,0.018578627483359072,0.4307406326709102
0.017648909013270597,0.25185294112596496,0.018720697679025122,0.42984009751356456
0.017704809447718663,0.24960984545605633,0.0189704445334058,0.42842283802359554
0.017895085277078334,0.24763068654207548,0.018996519390486258,0.42834859234648565
0.018023457068814967,0.24689588459670733,0.01920905435958625,0.42630983842044723
0.018097367327404922,0.24625981996303695,0.019325080262034694,0.42578122346825825
0.018139032799882143,0.2455174085597214,0.019366709181898843,0.4236896655440946
0.0181995225410478,0.24538903734348744,0.019448589728000933,0.4229263126318503
0.018258398908655514,0.24518275268166667,0.019504290728571825,0.4218860192121326
0.018419070502307483,0.2450335022694086,0.0195515811792949,0.41903035597435023
0.018477791871715228,0.24435932672078206,0.019641539496109972,0.41831941522599486
0.018566196018652777,0.2442852907397331,0.019714036749434085,0.4151848465582475
0.018645293579783315,0.2442179100887541,0.019803287535759818,0.4151424846471882
0.018661857295948676,0.24417798399475207,0.019872298966934383,0.4135400274484196
0.01871653393990663,0.242979855312472,0.0199366339826833,0.4133892893027311
0.018840638190706374,0.23995629958364242,0.020044165594716952,0.4128231784639896
0.018900699409185723,0.23961099369112632,0.020397153610039274,0.4110670545848432
0.01901861157257736,0.23945101234763047,0.020571156110723875,0.4094449054497903
0.01908817164122998,0.23922953626467947,0.020606211351483397,0.4088777441777138
0.01916289894373892,0.2388161756793084,0.020730315602283143,0.40814404446248814
0.019226243411705955,0.23870267060589315,0.020864258205931147,0.4074045125643178
0.019288449639116932,0.23814457933539218,0.020990970994929938,0.4072552364392809
0.019344350073565,0.2376550427338093,0.021065810384756918,0.40572344302162877
0.01941805948391337,0.23691567245025286,0.02127829931268497,0.4030261900667894
0.019542163734713115,0.23677017763753114,0.02136050175623532,0.4025856332649001
0.019637239238970393,0.2362976762390702,0.02149519343785827,0.40193906128799317
0.019684529689693465,0.2357885240953396,0.02160991489706623,0.40017784580150473
