psu_number,hh_number,prov,domain,ad_4,hhsize,hhs_wt,ind_wt,pcep_mo_real,pline_mo_real,oopg,oopg_pc_mo_real,raw_post_oopg_mo_real,post_oopg_mo_real_floored,negative_raw_post_oopg,pre_poverty_multiple,post_poverty_multiple,poor_pre_oopg,poor_post_oopg,pushed_below_poverty_oopg,rank_pre_oopg,cum_population_share,paasche,pcep,pline
4212,11,2,22,3,8.0,631.9633178710938,5055.70654296875,2545.6552734375,6075.671223958333,2200.0,322.3690717035272,2223.286201733973,2223.286201733973,False,0.4189916109020448,0.3659326055970306,True,True,False,24,0.23476722143217416,0.8530595027208719,30547.86328125,72908.0546875
4716,10,7,71,2,5.0,520.9002075195312,2604.5009765625,2555.7265625,6075.671223958333,1000.0,189.69240744734313,2366.034155052657,2366.034155052657,False,0.4206492531100013,0.3894276151287812,True,True,False,25,0.2438293485940931,1.0543384560898579,30668.71875,72908.0546875
4671,9,6,62,3,5.0,236.1228485107422,1180.6142578125,2565.3694661458335,6075.671223958333,0.0,0.0,2565.3694661458335,2565.3694661458335,False,0.42223638699042065,0.42223638699042065,True,True,False,26,0.24793718983882637,0.9923708240369438,30784.43359375,72908.0546875
4688,2,6,62,3,4.0,302.91668701171875,1211.666748046875,2567.7833658854165,6075.671223958333,1600.0,358.9606398192408,2208.8227260661756,2208.8227260661756,False,0.4226336928436512,0.36355204958360393,True,True,False,27,0.2521530754336022,1.1143283012907073,30813.400390625,72908.0546875
4445,2,4,41,2,2.0,798.9580688476562,1597.9161376953125,2572.7071940104165,6075.671223958333,0.0,0.0,2572.7071940104165,2572.7071940104165,False,0.4234441099882761,0.4234441099882761,True,True,False,28,0.25771288107936136,0.8701658315550638,30872.486328125,72908.0546875
4354,8,3,32,3,4.0,364.6757507324219,1458.7030029296875,2577.9044596354165,6075.671223958333,0.0,0.0,2577.9044596354165,2577.9044596354165,False,0.4242995324483502,0.4242995324483502,True,True,False,29,0.26278830712948653,1.2932446291460833,30934.853515625,72908.0546875
4740,4,7,71,2,3.0,119.01200103759766,357.0360107421875,2594.7923177083335,6075.671223958333,0.0,0.0,2594.7923177083335,2594.7923177083335,False,0.4270791196660263,0.4270791196660263,True,True,False,30,0.2640305818530692,0.8792007712545065,31137.5078125,72908.0546875
4319,12,3,31,2,9.0,727.4522705078125,6547.0703125,2609.31494140625,6075.671223958333,0.0,0.0,2609.31494140625,2609.31494140625,False,0.4294694109050666,0.4294694109050666,True,True,False,31,0.28681052482249186,0.9426322235767062,31311.779296875,72908.0546875
4402,8,3,32,3,6.0,580.8595581054688,3485.1572265625,2625.2620442708335,6075.671223958333,0.0,0.0,2625.2620442708335,2625.2620442708335,False,0.4320941584064947,0.4320941584064947,True,True,False,32,0.29893681628891866,0.9190953824535979,31503.14453125,72908.0546875
4506,12,5,51,2,8.0,429.2192077636719,3433.753662109375,2643.0787760416665,6075.671223958333,0.0,0.0,2643.0787760416665,2643.0787760416665,False,0.4350266297523068,0.4350266297523068,True,True,False,33,0.3108842536708809,1.0113865289414443,31716.9453125,72908.0546875
4556,12,5,51,2,10.0,590.6329956054688,5906.330078125,2643.4397786458335,6075.671223958333,0.0,0.0,2643.4397786458335,2643.4397786458335,False,0.4350860474842511,0.4350860474842511,True,True,False,34,0.33143479855832336,0.923304401853516,31721.27734375,72908.0546875
